Date,DXY_Open,DXY_High,DXY_Low,DXY_Close,DXY_Adj_Close,USDCAD_Open,USDCAD_High,USDCAD_Low,USDCAD_Close,USDCAD_Tick_Volume,REAINTRATREARAT10Y,TOTBKCR,Consumer_Price_Index_Monthly_Change,Consumer_Price_Index_All_Urban_Consumers,Continued_Claims,Delinquency_Rate,Combined_Open,Combined_High,Combined_Low,Combined_Close,Combined_Adj_Close,Federal_Funds_Rate,Gross_Domestic_Product,Owners_Equity_Real_Estate,Inflation_Consumer_Prices,M1_Money_Stock,M2_Money_Stock,Unemployment_Level,MEDCPIM158SFRBCLE,PSAVERT,RHEACBW027SBOG_x,RHEACBW027SBOG_y,GDPC1
1994-01-17,96.849998,96.93,96.730003,96.830002,96.830002,1.324,1.3262,1.3183,1.3201,1191.0,2.62016875,3012.2216,0.34199726402188,146.7,2634000.0,3.29,96.849998,96.93,96.730003,96.830002,96.830002,2.95,7246.931,4985.339,2.9312041999344,1149.5,3496.9,8583.0,3.6058143013175,6.5,73.736,73.736,10333.495
1994-01-18,96.690002,96.739998,96.32,96.379997,96.379997,1.3203,1.321,1.3115,1.3141,1281.0,2.62016875,3012.2216,0.34199726402188,146.7,2634000.0,3.29,96.690002,96.739998,96.32,96.379997,96.379997,3.97,7246.931,4985.339,2.9312041999344,1149.5,3496.9,8583.0,3.6058143013175,6.5,73.736,73.736,10333.495
1994-01-19,96.419998,96.489998,96.230003,96.470001,96.470001,1.314,1.3155,1.308,1.3118,1281.0,2.62016875,3006.2581,0.34199726402188,146.7,2634000.0,3.29,96.419998,96.489998,96.230003,96.470001,96.470001,3.2,7246.931,4985.339,2.9312041999344,1149.5,3496.9,8583.0,3.6058143013175,6.5,73.7762,73.7762,10333.495
1994-01-20,96.540001,96.68,96.110001,96.18,96.18,1.3108,1.313,1.3075,1.3115,1031.0,2.62016875,3006.2581,0.34199726402188,146.7,2634000.0,3.29,96.540001,96.68,96.110001,96.18,96.18,2.97,7246.931,4985.339,2.9312041999344,1149.5,3496.9,8583.0,3.6058143013175,6.5,73.7762,73.7762,10333.495
1994-01-21,96.199997,96.779999,95.889999,96.709999,96.709999,1.3108,1.315,1.3101,1.3111,951.0,2.62016875,3006.2581,0.34199726402188,146.7,2634000.0,3.29,96.199997,96.779999,95.889999,96.709999,96.709999,2.91,7246.931,4985.339,2.9312041999344,1149.5,3496.9,8583.0,3.6058143013175,6.5,73.7762,73.7762,10333.495
1994-01-24,96.839996,96.889999,96.510002,96.540001,96.540001,1.3112,1.313,1.3093,1.3115,711.0,2.62016875,3006.2581,0.34199726402188,146.7,2814000.0,3.29,96.839996,96.889999,96.510002,96.540001,96.540001,3.04,7246.931,4985.339,2.9312041999344,1122.3,3459.2,8583.0,3.6058143013175,6.5,73.7762,73.7762,10333.495
1994-01-25,96.639999,96.75,96.43,96.5,96.5,1.3112,1.3145,1.3095,1.3128,841.0,2.62016875,3006.2581,0.34199726402188,146.7,2814000.0,3.29,96.639999,96.75,96.43,96.5,96.5,3.04,7246.931,4985.339,2.9312041999344,1122.3,3459.2,8583.0,3.6058143013175,6.5,73.7762,73.7762,10333.495
1994-01-26,96.389999,96.440002,96.139999,96.150002,96.150002,1.3121,1.3163,1.311,1.3137,901.0,2.62016875,2999.1199,0.34199726402188,146.7,2814000.0,3.29,96.389999,96.440002,96.139999,96.150002,96.150002,3.04,7246.931,4985.339,2.9312041999344,1122.3,3459.2,8583.0,3.6058143013175,6.5,73.803,73.803,10333.495
1994-01-27,96.139999,96.290001,95.330002,95.449997,95.449997,1.3128,1.3191,1.3085,1.3191,1491.0,2.62016875,2999.1199,0.34199726402188,146.7,2814000.0,3.29,96.139999,96.290001,95.330002,95.449997,95.449997,3.0,7246.931,4985.339,2.9312041999344,1122.3,3459.2,8583.0,3.6058143013175,6.5,73.803,73.803,10333.495
1994-01-28,95.470001,96.209999,95.150002,96.18,96.18,1.3185,1.3266,1.3164,1.3246,1431.0,2.62016875,2999.1199,0.34199726402188,146.7,2814000.0,3.29,95.470001,96.209999,95.150002,96.18,96.18,2.98,7246.931,4985.339,2.9312041999344,1122.3,3459.2,8583.0,3.6058143013175,6.5,73.803,73.803,10333.495
1994-01-31,95.949997,96.279999,95.480003,95.589996,95.589996,1.3244,1.3318,1.321,1.3292,1681.0,2.62016875,2999.1199,0.34199726402188,146.7,2762000.0,3.29,95.949997,96.279999,95.480003,95.589996,95.589996,3.68,7246.931,4985.339,2.9312041999344,1109.6,3437.4,8583.0,3.6058143013175,6.5,73.803,73.803,10333.495
1994-02-01,95.459999,95.699997,95.129997,95.519997,95.519997,1.3295,1.3345,1.3265,1.3309,1461.0,2.62016875,2999.1199,0.34199726402188,146.7,2762000.0,3.29,95.459999,95.699997,95.129997,95.519997,95.519997,3.25,7246.931,4985.339,2.9312041999344,1109.6,3437.4,8583.0,3.6058143013175,6.5,73.803,73.803,10333.495
1994-02-02,95.449997,95.709999,95.43,95.529999,95.529999,1.3301,1.3325,1.325,1.3281,1301.0,2.62016875,3002.5966,0.34199726402188,146.7,2762000.0,3.29,95.449997,95.709999,95.43,95.529999,95.529999,3.31,7246.931,4985.339,2.9312041999344,1109.6,3437.4,8583.0,3.6058143013175,6.5,73.9307,73.9307,10333.495
1994-02-03,95.650002,96.080002,95.360001,95.870003,95.870003,1.3279,1.33,1.324,1.3286,1131.0,2.62016875,3002.5966,0.34199726402188,146.7,2762000.0,3.29,95.650002,96.080002,95.360001,95.870003,95.870003,3.12,7246.931,4985.339,2.9312041999344,1109.6,3437.4,8583.0,3.6058143013175,6.5,73.9307,73.9307,10333.495
1994-02-04,95.980003,96.900002,95.419998,96.75,96.75,1.3292,1.345,1.326,1.3417,2551.0,2.62016875,3002.5966,0.34199726402188,146.7,2762000.0,3.29,95.980003,96.900002,95.419998,96.75,96.75,3.19,7246.931,4985.339,2.9312041999344,1109.6,3437.4,8583.0,3.6058143013175,6.5,73.9307,73.9307,10333.495
1994-02-07,96.720001,96.860001,96.559998,96.639999,96.639999,1.3374,1.3449,1.3374,1.3449,751.0,2.62016875,3002.5966,0.34199726402188,146.7,2764000.0,3.29,96.720001,96.860001,96.559998,96.639999,96.639999,3.31,7246.931,4985.339,2.9312041999344,1132.7,3469.1,8583.0,3.6058143013175,6.5,73.9307,73.9307,10333.495
1994-02-08,96.559998,97.099998,96.519997,96.949997,96.949997,1.3443,1.3465,1.3405,1.3426,1031.0,2.62016875,3002.5966,0.34199726402188,146.7,2764000.0,3.29,96.559998,97.099998,96.519997,96.949997,96.949997,3.24,7246.931,4985.339,2.9312041999344,1132.7,3469.1,8583.0,3.6058143013175,6.5,73.9307,73.9307,10333.495
1994-02-09,96.949997,96.970001,96.620003,96.830002,96.830002,1.3425,1.3453,1.3385,1.3426,1351.0,2.62016875,3007.9606,0.34199726402188,146.7,2764000.0,3.29,96.949997,96.970001,96.620003,96.830002,96.830002,3.15,7246.931,4985.339,2.9312041999344,1132.7,3469.1,8583.0,3.6058143013175,6.5,73.9056,73.9056,10333.495
1994-02-10,96.769997,97.010002,96.540001,96.599998,96.599998,1.3418,1.3435,1.3395,1.3406,681.0,2.62016875,3007.9606,0.34199726402188,146.7,2764000.0,3.29,96.769997,97.010002,96.540001,96.599998,96.599998,3.16,7246.931,4985.339,2.9312041999344,1132.7,3469.1,8583.0,3.6058143013175,6.5,73.9056,73.9056,10333.495
1994-02-11,96.580002,96.860001,96.440002,96.650002,96.650002,1.3403,1.345,1.34,1.3438,651.0,2.62016875,3007.9606,0.34199726402188,146.7,2764000.0,3.29,96.580002,96.860001,96.440002,96.650002,96.650002,3.14,7246.931,4985.339,2.9312041999344,1132.7,3469.1,8583.0,3.6058143013175,6.5,73.9056,73.9056,10333.495
1994-02-14,95.800003,96.400002,94.739998,94.910004,94.910004,1.343,1.3565,1.343,1.3541,1591.0,2.62016875,3007.9606,0.34199726402188,146.7,2861000.0,3.29,95.800003,96.400002,94.739998,94.910004,94.910004,3.35,7246.931,4985.339,2.9312041999344,1126.7,3467.3,8583.0,3.6058143013175,6.5,73.9056,73.9056,10333.495
1994-02-15,94.940002,95.550003,94.839996,95.230003,95.230003,1.3553,1.3563,1.3508,1.3526,831.0,2.62016875,3007.9606,0.34199726402188,146.7,2861000.0,3.29,94.940002,95.550003,94.839996,95.230003,95.230003,3.49,7246.931,4985.339,2.9312041999344,1126.7,3467.3,8583.0,3.6058143013175,6.5,73.9056,73.9056,10333.495
1994-02-16,95.360001,95.480003,94.879997,95.160004,95.160004,1.352,1.354,1.3447,1.3456,1221.0,2.62016875,3007.863,0.34199726402188,146.7,2861000.0,3.29,95.360001,95.480003,94.879997,95.160004,95.160004,3.34,7246.931,4985.339,2.9312041999344,1126.7,3467.3,8583.0,3.6058143013175,6.5,73.8427,73.8427,10333.495
1994-02-17,95.129997,95.449997,95.0,95.150002,95.150002,1.345,1.3465,1.3347,1.3365,1511.0,2.62016875,3007.863,0.34199726402188,146.7,2861000.0,3.29,95.129997,95.449997,95.0,95.150002,95.150002,3.3,7246.931,4985.339,2.9312041999344,1126.7,3467.3,8583.0,3.6058143013175,6.5,73.8427,73.8427,10333.495
1994-02-18,94.879997,95.07,94.580002,94.599998,94.599998,1.3358,1.3427,1.3353,1.3395,1111.0,2.62016875,3007.863,0.34199726402188,146.7,2861000.0,3.29,94.879997,95.07,94.580002,94.599998,94.599998,3.21,7246.931,4985.339,2.9312041999344,1126.7,3467.3,8583.0,3.6058143013175,6.5,73.8427,73.8427,10333.495
1994-02-21,94.879997,95.07,94.580002,94.599998,94.599998,1.3385,1.3416,1.338,1.3403,541.0,2.62016875,3007.863,0.34199726402188,146.7,2748000.0,3.29,94.879997,95.07,94.580002,94.599998,94.599998,3.21,7246.931,4985.339,2.9312041999344,1119.9,3454.0,8583.0,3.6058143013175,6.5,73.8427,73.8427,10333.495
1994-02-22,95.5,95.610001,95.129997,95.230003,95.230003,1.3398,1.3465,1.3335,1.3355,2171.0,2.62016875,3007.863,0.34199726402188,146.7,2748000.0,3.29,95.5,95.610001,95.129997,95.230003,95.230003,3.33,7246.931,4985.339,2.9312041999344,1119.9,3454.0,8583.0,3.6058143013175,6.5,73.8427,73.8427,10333.495
1994-02-23,95.169998,95.620003,95.029999,95.379997,95.379997,1.335,1.344,1.335,1.3431,991.0,2.62016875,3002.9135,0.34199726402188,146.7,2748000.0,3.29,95.169998,95.620003,95.029999,95.379997,95.379997,3.25,7246.931,4985.339,2.9312041999344,1119.9,3454.0,8583.0,3.6058143013175,6.5,73.827,73.827,10333.495
1994-02-24,95.389999,95.879997,94.839996,95.010002,95.010002,1.343,1.35,1.3423,1.3496,881.0,2.62016875,3002.9135,0.34199726402188,146.7,2748000.0,3.29,95.389999,95.879997,94.839996,95.010002,95.010002,3.25,7246.931,4985.339,2.9312041999344,1119.9,3454.0,8583.0,3.6058143013175,6.5,73.827,73.827,10333.495
1994-02-25,94.93,95.169998,94.419998,94.769997,94.769997,1.348,1.353,1.3445,1.3491,1591.0,2.62016875,3002.9135,0.34199726402188,146.7,2748000.0,3.29,94.93,95.169998,94.419998,94.769997,94.769997,3.23,7246.931,4985.339,2.9312041999344,1119.9,3454.0,8583.0,3.6058143013175,6.5,73.827,73.827,10333.495
1994-02-28,94.639999,94.970001,94.339996,94.550003,94.550003,1.3475,1.3545,1.346,1.3495,1501.0,2.62016875,3002.9135,0.34199726402188,146.7,2797000.0,3.29,94.639999,94.970001,94.339996,94.550003,94.550003,3.49,7246.931,4985.339,2.9312041999344,1115.8,3448.3,8583.0,3.6058143013175,6.5,73.827,73.827,10333.495
1994-03-01,94.610001,95.0,94.269997,94.769997,94.769997,1.3493,1.3557,1.3473,1.3501,1601.0,2.97120305,3002.9135,0.340831629175198,147.1,2797000.0,3.29,94.610001,95.0,94.269997,94.769997,94.769997,3.31,7246.931,4985.339,2.9312041999344,1115.8,3448.3,8470.0,2.17453638595826,6.8,73.827,73.827,10333.495
1994-03-02,94.830002,94.940002,94.120003,94.510002,94.510002,1.35,1.3581,1.348,1.3545,1571.0,2.97120305,3020.0729,0.340831629175198,147.1,2797000.0,3.29,94.830002,94.940002,94.120003,94.510002,94.510002,3.24,7246.931,4985.339,2.9312041999344,1115.8,3448.3,8470.0,2.17453638595826,6.8,73.8524,73.8524,10333.495
1994-03-03,94.599998,94.830002,94.410004,94.519997,94.519997,1.3537,1.3575,1.352,1.3532,1051.0,2.97120305,3020.0729,0.340831629175198,147.1,2797000.0,3.29,94.599998,94.830002,94.410004,94.519997,94.519997,3.26,7246.931,4985.339,2.9312041999344,1115.8,3448.3,8470.0,2.17453638595826,6.8,73.8524,73.8524,10333.495
1994-03-04,94.610001,95.349998,94.510002,95.160004,95.160004,1.3527,1.3612,1.3505,1.3571,1701.0,2.97120305,3020.0729,0.340831629175198,147.1,2797000.0,3.29,94.610001,95.349998,94.510002,95.160004,95.160004,3.25,7246.931,4985.339,2.9312041999344,1115.8,3448.3,8470.0,2.17453638595826,6.8,73.8524,73.8524,10333.495
1994-03-07,95.169998,95.419998,95.059998,95.230003,95.230003,1.3575,1.3603,1.3545,1.3566,1071.0,2.97120305,3020.0729,0.340831629175198,147.1,2779000.0,3.29,95.169998,95.419998,95.059998,95.230003,95.230003,3.29,7246.931,4985.339,2.9312041999344,1141.3,3485.2,8470.0,2.17453638595826,6.8,73.8524,73.8524,10333.495
1994-03-08,95.199997,95.220001,94.940002,95.019997,95.019997,1.357,1.3593,1.3545,1.3557,831.0,2.97120305,3020.0729,0.340831629175198,147.1,2779000.0,3.29,95.199997,95.220001,94.940002,95.019997,95.019997,3.24,7246.931,4985.339,2.9312041999344,1141.3,3485.2,8470.0,2.17453638595826,6.8,73.8524,73.8524,10333.495
1994-03-09,94.919998,95.010002,94.730003,94.800003,94.800003,1.355,1.3593,1.3512,1.3593,1191.0,2.97120305,3027.198,0.340831629175198,147.1,2779000.0,3.29,94.919998,95.010002,94.730003,94.800003,94.800003,3.22,7246.931,4985.339,2.9312041999344,1141.3,3485.2,8470.0,2.17453638595826,6.8,73.9206,73.9206,10333.495
1994-03-10,94.540001,94.589996,93.620003,93.709999,93.709999,1.3585,1.3605,1.354,1.3571,1161.0,2.97120305,3027.198,0.340831629175198,147.1,2779000.0,3.29,94.540001,94.589996,93.620003,93.709999,93.709999,3.22,7246.931,4985.339,2.9312041999344,1141.3,3485.2,8470.0,2.17453638595826,6.8,73.9206,73.9206,10333.495
1994-03-11,93.910004,93.980003,93.519997,93.910004,93.910004,1.3565,1.3626,1.355,1.3622,951.0,2.97120305,3027.198,0.340831629175198,147.1,2779000.0,3.29,93.910004,93.980003,93.519997,93.910004,93.910004,3.17,7246.931,4985.339,2.9312041999344,1141.3,3485.2,8470.0,2.17453638595826,6.8,73.9206,73.9206,10333.495
1994-03-14,94.07,94.410004,94.0,94.230003,94.230003,1.3615,1.3626,1.3583,1.3611,821.0,2.97120305,3027.198,0.340831629175198,147.1,2783000.0,3.29,94.07,94.410004,94.0,94.230003,94.230003,3.3,7246.931,4985.339,2.9312041999344,1135.7,3487.7,8470.0,2.17453638595826,6.8,73.9206,73.9206,10333.495
1994-03-15,94.269997,94.720001,94.260002,94.580002,94.580002,1.3608,1.366,1.3585,1.364,1181.0,2.97120305,3027.198,0.340831629175198,147.1,2783000.0,3.29,94.269997,94.720001,94.260002,94.580002,94.580002,3.25,7246.931,4985.339,2.9312041999344,1135.7,3487.7,8470.0,2.17453638595826,6.8,73.9206,73.9206,10333.495
1994-03-16,94.519997,94.639999,94.110001,94.199997,94.199997,1.3636,1.3651,1.3605,1.3651,771.0,2.97120305,3034.2191,0.340831629175198,147.1,2783000.0,3.29,94.519997,94.639999,94.110001,94.199997,94.199997,3.05,7246.931,4985.339,2.9312041999344,1135.7,3487.7,8470.0,2.17453638595826,6.8,73.8846,73.8846,10333.495
1994-03-17,94.190002,94.330002,93.769997,94.269997,94.269997,1.3646,1.3707,1.363,1.3703,971.0,2.97120305,3034.2191,0.340831629175198,147.1,2783000.0,3.29,94.190002,94.330002,93.769997,94.269997,94.269997,3.24,7246.931,4985.339,2.9312041999344,1135.7,3487.7,8470.0,2.17453638595826,6.8,73.8846,73.8846,10333.495
1994-03-18,94.349998,94.730003,94.309998,94.57,94.57,1.3702,1.371,1.3655,1.3695,1031.0,2.97120305,3034.2191,0.340831629175198,147.1,2783000.0,3.29,94.349998,94.730003,94.309998,94.57,94.57,3.22,7246.931,4985.339,2.9312041999344,1135.7,3487.7,8470.0,2.17453638595826,6.8,73.8846,73.8846,10333.495
1994-03-21,94.720001,94.910004,94.400002,94.419998,94.419998,1.367,1.37,1.3625,1.3692,1281.0,2.97120305,3034.2191,0.340831629175198,147.1,2746000.0,3.29,94.720001,94.910004,94.400002,94.419998,94.419998,3.36,7246.931,4985.339,2.9312041999344,1127.2,3476.1,8470.0,2.17453638595826,6.8,73.8846,73.8846,10333.495
1994-03-22,94.410004,94.550003,94.029999,94.32,94.32,1.369,1.3701,1.361,1.3671,1631.0,2.97120305,3034.2191,0.340831629175198,147.1,2746000.0,3.29,94.410004,94.550003,94.029999,94.32,94.32,3.44,7246.931,4985.339,2.9312041999344,1127.2,3476.1,8470.0,2.17453638595826,6.8,73.8846,73.8846,10333.495
1994-03-23,94.339996,94.510002,94.080002,94.120003,94.120003,1.3664,1.367,1.359,1.364,1361.0,2.97120305,3043.2615,0.340831629175198,147.1,2746000.0,3.29,94.339996,94.510002,94.080002,94.120003,94.120003,3.47,7246.931,4985.339,2.9312041999344,1127.2,3476.1,8470.0,2.17453638595826,6.8,74.0192,74.0192,10333.495
1994-03-24,94.089996,94.330002,93.470001,93.57,93.57,1.3635,1.376,1.3615,1.3733,1921.0,2.97120305,3043.2615,0.340831629175198,147.1,2746000.0,3.29,94.089996,94.330002,93.470001,93.57,93.57,3.49,7246.931,4985.339,2.9312041999344,1127.2,3476.1,8470.0,2.17453638595826,6.8,74.0192,74.0192,10333.495
1994-03-25,93.650002,93.779999,93.269997,93.5,93.5,1.3728,1.378,1.371,1.3755,1131.0,2.97120305,3043.2615,0.340831629175198,147.1,2746000.0,3.29,93.650002,93.779999,93.269997,93.5,93.5,3.53,7246.931,4985.339,2.9312041999344,1127.2,3476.1,8470.0,2.17453638595826,6.8,74.0192,74.0192,10333.495
1994-03-28,93.540001,93.760002,93.410004,93.489998,93.489998,1.3755,1.377,1.3715,1.3746,1011.0,2.97120305,3043.2615,0.340831629175198,147.1,2710000.0,3.29,93.540001,93.760002,93.410004,93.489998,93.489998,3.53,7246.931,4985.339,2.9312041999344,1118.2,3458.9,8470.0,2.17453638595826,6.8,74.0192,74.0192,10333.495
1994-03-29,93.410004,93.809998,93.199997,93.730003,93.730003,1.3738,1.378,1.373,1.377,681.0,2.97120305,3043.2615,0.340831629175198,147.1,2710000.0,3.29,93.410004,93.809998,93.199997,93.730003,93.730003,3.45,7246.931,4985.339,2.9312041999344,1118.2,3458.9,8470.0,2.17453638595826,6.8,74.0192,74.0192,10333.495
1994-03-30,93.529999,93.849998,93.370003,93.540001,93.540001,1.3767,1.3805,1.3748,1.3796,851.0,2.97120305,3052.1261,0.340831629175198,147.1,2710000.0,3.29,93.529999,93.849998,93.370003,93.540001,93.540001,3.36,7246.931,4985.339,2.9312041999344,1118.2,3458.9,8470.0,2.17453638595826,6.8,73.907,73.907,10333.495
1994-03-31,93.589996,93.639999,92.860001,93.059998,93.059998,1.379,1.3852,1.3785,1.3841,831.0,2.97120305,3052.1261,0.340831629175198,147.1,2710000.0,3.29,93.589996,93.639999,92.860001,93.059998,93.059998,4.18,7246.931,4985.339,2.9312041999344,1118.2,3458.9,8470.0,2.17453638595826,6.8,73.907,73.907,10333.495
1994-04-01,93.379997,94.360001,93.360001,94.309998,94.309998,1.383,1.3905,1.382,1.3885,1151.0,3.65918278,3052.1261,0.135869565217392,147.2,2710000.0,3.29,93.379997,94.360001,93.360001,94.309998,94.309998,3.64,7246.931,4985.339,2.9312041999344,1118.2,3458.9,8331.0,2.5146859806895803,6.4,73.907,73.907,10333.495
1994-04-04,94.25,94.599998,94.169998,94.32,94.32,1.3865,1.3993,1.3865,1.3965,1561.0,3.65918278,3052.1261,0.135869565217392,147.2,2730000.0,3.29,94.25,94.599998,94.169998,94.32,94.32,3.62,7246.931,4985.339,2.9312041999344,1157.7,3507.2,8331.0,2.5146859806895803,6.4,73.907,73.907,10333.495
1994-04-05,94.410004,95.330002,94.220001,95.279999,95.279999,1.395,1.3978,1.3808,1.3841,2311.0,3.65918278,3052.1261,0.135869565217392,147.2,2730000.0,3.29,94.410004,95.330002,94.220001,95.279999,95.279999,3.6,7246.931,4985.339,2.9312041999344,1157.7,3507.2,8331.0,2.5146859806895803,6.4,73.907,73.907,10333.495
1994-04-06,95.209999,95.269997,95.019997,95.139999,95.139999,1.3825,1.3879,1.3788,1.3875,1321.0,3.65918278,3055.737,0.135869565217392,147.2,2730000.0,3.29,95.209999,95.269997,95.019997,95.139999,95.139999,3.48,7246.931,4985.339,2.9312041999344,1157.7,3507.2,8331.0,2.5146859806895803,6.4,74.0168,74.0168,10333.495
1994-04-07,95.129997,95.269997,94.82,95.080002,95.080002,1.3859,1.388,1.3821,1.3828,871.0,3.65918278,3055.737,0.135869565217392,147.2,2730000.0,3.29,95.129997,95.269997,94.82,95.080002,95.080002,3.46,7246.931,4985.339,2.9312041999344,1157.7,3507.2,8331.0,2.5146859806895803,6.4,74.0168,74.0168,10333.495
1994-04-08,95.129997,95.150002,94.790001,94.93,94.93,1.3823,1.386,1.378,1.385,1331.0,3.65918278,3055.737,0.135869565217392,147.2,2730000.0,3.29,95.129997,95.150002,94.790001,94.93,94.93,3.36,7246.931,4985.339,2.9312041999344,1157.7,3507.2,8331.0,2.5146859806895803,6.4,74.0168,74.0168,10333.495
1994-04-11,94.830002,94.93,94.489998,94.709999,94.709999,1.3839,1.3904,1.3835,1.3865,1121.0,3.65918278,3055.737,0.135869565217392,147.2,2773000.0,3.29,94.830002,94.93,94.489998,94.709999,94.709999,3.41,7246.931,4985.339,2.9312041999344,1165.4,3529.6,8331.0,2.5146859806895803,6.4,74.0168,74.0168,10333.495
1994-04-12,94.720001,95.089996,94.699997,94.900002,94.900002,1.3858,1.3865,1.3755,1.3775,1371.0,3.65918278,3055.737,0.135869565217392,147.2,2773000.0,3.29,94.720001,95.089996,94.699997,94.900002,94.900002,3.24,7246.931,4985.339,2.9312041999344,1165.4,3529.6,8331.0,2.5146859806895803,6.4,74.0168,74.0168,10333.495
1994-04-13,94.860001,94.989998,94.529999,94.550003,94.550003,1.3767,1.3795,1.372,1.3753,1361.0,3.65918278,3054.8047,0.135869565217392,147.2,2773000.0,3.29,94.860001,94.989998,94.529999,94.550003,94.550003,3.43,7246.931,4985.339,2.9312041999344,1165.4,3529.6,8331.0,2.5146859806895803,6.4,73.9232,73.9232,10333.495
1994-04-14,94.599998,94.989998,94.540001,94.75,94.75,1.3749,1.3825,1.374,1.38,1191.0,3.65918278,3054.8047,0.135869565217392,147.2,2773000.0,3.29,94.599998,94.989998,94.540001,94.75,94.75,3.49,7246.931,4985.339,2.9312041999344,1165.4,3529.6,8331.0,2.5146859806895803,6.4,73.9232,73.9232,10333.495
1994-04-15,94.809998,95.080002,94.699997,94.900002,94.900002,1.3802,1.3873,1.38,1.3866,821.0,3.65918278,3054.8047,0.135869565217392,147.2,2773000.0,3.29,94.809998,95.080002,94.699997,94.900002,94.900002,3.51,7246.931,4985.339,2.9312041999344,1165.4,3529.6,8331.0,2.5146859806895803,6.4,73.9232,73.9232,10333.495
